path,color,type
./data/white_dress/522.jpg,white,dress
./data/blue_shoes/314.jpg,blue,shoes
./data/blue_shirt/226.jpg,blue,shirt
./data/yellow_dress/000416.jpg,yellow,dress
./data/black_shirt/398.jpg,black,shirt
./data/yellow_dress/000339.jpg,yellow,dress
./data/black_shoes/43.jpg,black,shoes
./data/white_shoes/521.jpg,white,shoes
./data/pink_skirt/000348.jpg,pink,skirt
./data/white_dress/146.jpg,white,dress
./data/blue_pants/150.jpg,blue,pants
./data/black_pants/34.jpg,black,pants
./data/blue_shirt/79.jpg,blue,shirt
./data/silver_skirt/000102.jpg,silver,skirt
./data/yellow_shorts/000241.jpg,yellow,shorts
./data/red_shoes/20.jpg,red,shoes
./data/white_shoes/72.jpg,white,shoes
./data/black_shoes/186.jpg,black,shoes
./data/yellow_shorts/000580.jpg,yellow,shorts
./data/black_shirt/385.jpg,black,shirt
./data/black_pants/814.jpg,black,pants
./data/blue_shoes/368.jpg,blue,shoes
./data/pink_skirt/000281.jpg,pink,skirt
./data/yellow_dress/000589.jpg,yellow,dress
./data/white_shoes/68.jpg,white,shoes
./data/blue_dress/374.jpg,blue,dress
./data/brown_hoodie/000068.jpg,brown,hoodie
./data/pink_skirt/000121.jpg,pink,skirt
./data/red_shirt/218.jpg,red,shirt
./data/black_shirt/139.jpg,black,shirt
./data/black_shoes/681.jpg,black,shoes
./data/black_pants/752.jpg,black,pants
./data/silver_shoes/000013.jpg,silver,shoes
./data/green_shirt/36.jpg,green,shirt
./data/red_dress/1.jpg,red,dress
./data/white_suit/000162.jpg,white,suit
./data/pink_hoodie/000324.jpg,pink,hoodie
./data/blue_dress/185.jpg,blue,dress
./data/white_pants/108.jpg,white,pants
./data/blue_shoes/45.jpg,blue,shoes
./data/black_shirt/19.jpg,black,shirt
./data/red_shirt/17.jpg,red,shirt
./data/silver_skirt/000191.jpg,silver,skirt
./data/yellow_dress/000361.jpg,yellow,dress
./data/black_suit/000163.jpg,black,suit
./data/red_dress/530.jpg,red,dress
./data/pink_hoodie/000310.jpg,pink,hoodie
./data/black_dress/275.jpg,black,dress
./data/yellow_dress/000218.jpg,yellow,dress
./data/red_shirt/308.jpg,red,shirt
./data/white_shoes/315.jpg,white,shoes
./data/blue_shirt/13.jpg,blue,shirt
./data/red_shoes/31.jpg,red,shoes
./data/black_pants/666.jpg,black,pants
./data/blue_shirt/40.jpg,blue,shirt
./data/pink_skirt/000202.jpg,pink,skirt
./data/brown_shoes/329.jpg,brown,shoes
./data/red_hoodie/000064.jpg,red,hoodie
./data/brown_pants/62.jpg,brown,pants
./data/blue_shirt/678.jpg,blue,shirt
./data/blue_dress/452.jpg,blue,dress
./data/blue_shoes/429.jpg,blue,shoes
./data/red_pants/31.jpg,red,pants
./data/yellow_skirt/000172.jpg,yellow,skirt
./data/blue_shirt/640.jpg,blue,shirt
./data/black_shorts/245.jpg,black,shorts
./data/black_pants/337.jpg,black,pants
./data/white_shoes/45.jpg,white,shoes
./data/red_hoodie/000380.jpg,red,hoodie
./data/white_dress/329.jpg,white,dress
./data/white_shorts/22.jpg,white,shorts
./data/blue_pants/268.jpg,blue,pants
./data/yellow_skirt/000203.jpg,yellow,skirt
./data/pink_skirt/000581.jpg,pink,skirt
./data/yellow_skirt/000428.jpg,yellow,skirt
./data/blue_pants/315.jpg,blue,pants
./data/blue_shoes/148.jpg,blue,shoes
./data/red_shirt/309.jpg,red,shirt
./data/yellow_skirt/000214.jpg,yellow,skirt
./data/blue_shoes/507.jpg,blue,shoes
./data/red_shirt/50.jpg,red,shirt
./data/green_shoes/130.jpg,green,shoes
./data/black_shirt/219.jpg,black,shirt
./data/white_shoes/198.jpg,white,shoes
./data/blue_shirt/310.jpg,blue,shirt
./data/silver_skirt/000123.jpg,silver,skirt
./data/blue_dress/417.jpg,blue,dress
./data/brown_shoes/335.jpg,brown,shoes
./data/blue_shorts/166.jpg,blue,shorts
./data/brown_pants/68.jpg,brown,pants
./data/yellow_dress/000032.jpg,yellow,dress
./data/black_shirt/638.jpg,black,shirt
./data/white_suit/000084.jpg,white,suit
./data/white_pants/38.jpg,white,pants
./data/silver_shoes/000288.jpg,silver,shoes
./data/blue_dress/46.jpg,blue,dress
./data/pink_hoodie/000076.jpg,pink,hoodie
./data/red_shoes/248.jpg,red,shoes
./data/pink_pants/000025.jpg,pink,pants
./data/red_dress/640.jpg,red,dress
./data/red_dress/430.jpg,red,dress
./data/black_shoes/714.jpg,black,shoes
./data/black_shoes/290.jpg,black,shoes
./data/black_dress/126.jpg,black,dress
./data/silver_skirt/000213.jpg,silver,skirt
./data/black_suit/000184.jpg,black,suit
./data/white_dress/396.jpg,white,dress
./data/white_pants/75.jpg,white,pants
./data/red_dress/39.jpg,red,dress
./data/black_shoes/421.jpg,black,shoes
./data/blue_dress/242.jpg,blue,dress
./data/green_pants/131.jpg,green,pants
./data/black_pants/546.jpg,black,pants
./data/green_shoes/21.jpg,green,shoes
./data/blue_shoes/344.jpg,blue,shoes
./data/black_shoes/192.jpg,black,shoes
./data/green_shoes/216.jpg,green,shoes
./data/white_dress/476.jpg,white,dress
./data/green_shoes/289.jpg,green,shoes
./data/black_pants/545.jpg,black,pants
./data/black_shorts/169.jpg,black,shorts
./data/blue_shoes/42.jpg,blue,shoes
./data/blue_shirt/264.jpg,blue,shirt
./data/white_dress/776.jpg,white,dress
./data/black_shoes/340.jpg,black,shoes
./data/pink_hoodie/000232.jpg,pink,hoodie
./data/black_shirt/251.jpg,black,shirt
./data/red_shoes/249.jpg,red,shoes
./data/red_shirt/163.jpg,red,shirt
./data/red_dress/536.jpg,red,dress
./data/black_shorts/54.jpg,black,shorts
./data/white_dress/750.jpg,white,dress
./data/green_shirt/14.jpg,green,shirt
./data/green_suit/000018.jpg,green,suit
./data/black_shirt/494.jpg,black,shirt
./data/red_dress/266.jpg,red,dress
./data/red_shoes/338.jpg,red,shoes
./data/red_dress/585.jpg,red,dress
./data/blue_pants/401.jpg,blue,pants
./data/black_shoes/406.jpg,black,shoes
./data/white_shorts/74.jpg,white,shorts
./data/yellow_dress/000422.jpg,yellow,dress
./data/white_dress/638.jpg,white,dress
./data/black_dress/130.jpg,black,dress
./data/silver_shoes/000320.jpg,silver,shoes
./data/pink_pants/000262.jpg,pink,pants
./data/pink_hoodie/000107.jpg,pink,hoodie
./data/green_suit/000064.jpg,green,suit
./data/white_dress/116.jpg,white,dress
./data/black_shirt/542.jpg,black,shirt
./data/blue_shoes/506.jpg,blue,shoes
./data/yellow_dress/000200.jpg,yellow,dress
./data/blue_dress/405.jpg,blue,dress
./data/black_shoes/694.jpg,black,shoes
./data/yellow_shorts/000240.jpg,yellow,shorts
./data/red_dress/561.jpg,red,dress
./data/green_shirt/230.jpg,green,shirt
./data/black_pants/843.jpg,black,pants
./data/yellow_skirt/000350.jpg,yellow,skirt
./data/black_shirt/649.jpg,black,shirt
./data/white_dress/706.jpg,white,dress
./data/white_suit/000200.jpg,white,suit
./data/black_shoes/623.jpg,black,shoes
./data/blue_shoes/189.jpg,blue,shoes
./data/black_shoes/710.jpg,black,shoes
./data/silver_skirt/000132.jpg,silver,skirt
./data/red_dress/704.jpg,red,dress
./data/black_dress/335.jpg,black,dress
./data/red_shoes/186.jpg,red,shoes
./data/red_pants/37.jpg,red,pants
./data/black_shoes/689.jpg,black,shoes
./data/black_shoes/751.jpg,black,shoes
./data/pink_pants/000140.jpg,pink,pants
./data/red_dress/539.jpg,red,dress
./data/red_hoodie/000034.jpg,red,hoodie
./data/brown_shoes/179.jpg,brown,shoes
./data/brown_hoodie/000132.jpg,brown,hoodie
./data/black_shirt/629.jpg,black,shirt
./data/blue_dress/388.jpg,blue,dress
./data/blue_shoes/349.jpg,blue,shoes
./data/red_hoodie/000478.jpg,red,hoodie
./data/red_pants/201.jpg,red,pants
./data/blue_pants/686.jpg,blue,pants
./data/green_suit/000035.jpg,green,suit
./data/black_dress/110.jpg,black,dress
./data/white_pants/96.jpg,white,pants
./data/red_hoodie/000206.jpg,red,hoodie
./data/red_dress/245.jpg,red,dress
./data/blue_pants/766.jpg,blue,pants
./data/blue_shirt/227.jpg,blue,shirt
./data/brown_shoes/256.jpg,brown,shoes
./data/black_shirt/463.jpg,black,shirt
./data/pink_skirt/000423.jpg,pink,skirt
./data/brown_pants/103.jpg,brown,pants
./data/white_dress/352.jpg,white,dress
./data/pink_hoodie/000005.jpg,pink,hoodie
./data/pink_skirt/000272.jpg,pink,skirt
./data/pink_skirt/000318.jpg,pink,skirt
./data/yellow_dress/000595.jpg,yellow,dress
./data/black_pants/654.jpg,black,pants
./data/red_dress/550.jpg,red,dress
./data/white_shoes/168.jpg,white,shoes
./data/blue_pants/63.jpg,blue,pants
./data/black_shirt/21.jpg,black,shirt
./data/blue_shirt/274.jpg,blue,shirt
./data/white_shoes/460.jpg,white,shoes
./data/red_pants/180.jpg,red,pants
./data/black_shirt/165.jpg,black,shirt
./data/white_dress/125.jpg,white,dress
./data/blue_shirt/77.jpg,blue,shirt
./data/black_pants/36.jpg,black,pants
./data/blue_dress/342.jpg,blue,dress
./data/blue_shoes/141.jpg,blue,shoes
./data/blue_shoes/425.jpg,blue,shoes
./data/silver_skirt/000420.jpg,silver,skirt
./data/blue_pants/112.jpg,blue,pants
./data/red_pants/18.jpg,red,pants
./data/blue_pants/653.jpg,blue,pants
./data/black_shoes/488.jpg,black,shoes
./data/brown_shoes/239.jpg,brown,shoes
./data/pink_skirt/000052.jpg,pink,skirt
./data/black_pants/499.jpg,black,pants
./data/black_pants/169.jpg,black,pants
./data/white_suit/000201.jpg,white,suit
./data/red_shirt/90.jpg,red,shirt
./data/white_dress/556.jpg,white,dress
./data/green_shoes/392.jpg,green,shoes
./data/yellow_skirt/000051.jpg,yellow,skirt
./data/black_shirt/613.jpg,black,shirt
./data/red_dress/641.jpg,red,dress
./data/red_shoes/305.jpg,red,shoes
./data/black_shoes/474.jpg,black,shoes
./data/silver_skirt/000304.jpg,silver,skirt
./data/pink_pants/000160.jpg,pink,pants
./data/blue_shoes/415.jpg,blue,shoes
./data/blue_pants/681.jpg,blue,pants
./data/black_dress/88.jpg,black,dress
./data/brown_pants/217.jpg,brown,pants
./data/blue_shirt/605.jpg,blue,shirt
./data/blue_shoes/64.jpg,blue,shoes
./data/white_dress/617.jpg,white,dress
./data/white_dress/576.jpg,white,dress
./data/yellow_dress/000102.jpg,yellow,dress
./data/black_suit/000010.jpg,black,suit
./data/blue_shorts/32.jpg,blue,shorts
./data/white_dress/465.jpg,white,dress
./data/blue_dress/472.jpg,blue,dress
./data/black_dress/49.jpg,black,dress
./data/green_shoes/455.jpg,green,shoes
./data/black_shirt/653.jpg,black,shirt
./data/white_shoes/427.jpg,white,shoes
./data/red_dress/425.jpg,red,dress
./data/brown_shoes/447.jpg,brown,shoes
./data/blue_pants/751.jpg,blue,pants
./data/white_dress/632.jpg,white,dress
./data/green_shoes/182.jpg,green,shoes
./data/red_dress/786.jpg,red,dress
./data/blue_dress/487.jpg,blue,dress
./data/white_suit/000126.jpg,white,suit
./data/black_shirt/8.jpg,black,shirt
./data/black_shoes/313.jpg,black,shoes
./data/yellow_dress/000035.jpg,yellow,dress
./data/pink_skirt/000347.jpg,pink,skirt
./data/green_pants/41.jpg,green,pants
./data/blue_pants/371.jpg,blue,pants
./data/red_shirt/6.jpg,red,shirt
./data/blue_dress/91.jpg,blue,dress
./data/green_shirt/60.jpg,green,shirt
./data/blue_shoes/126.jpg,blue,shoes
./data/red_pants/206.jpg,red,pants
./data/green_shirt/153.jpg,green,shirt
./data/silver_shoes/000350.jpg,silver,shoes
./data/green_pants/69.jpg,green,pants
./data/red_dress/398.jpg,red,dress
./data/red_dress/28.jpg,red,dress
./data/red_shoes/17.jpg,red,shoes
./data/pink_hoodie/000003.jpg,pink,hoodie
./data/blue_shirt/122.jpg,blue,shirt
./data/red_hoodie/000289.jpg,red,hoodie
./data/black_dress/392.jpg,black,dress
./data/pink_pants/000062.jpg,pink,pants
./data/blue_shirt/485.jpg,blue,shirt
./data/white_pants/89.jpg,white,pants
./data/white_dress/502.jpg,white,dress
./data/green_pants/226.jpg,green,pants
./data/yellow_dress/000429.jpg,yellow,dress
./data/green_shorts/3.jpg,green,shorts
./data/blue_dress/421.jpg,blue,dress
./data/red_dress/716.jpg,red,dress
./data/green_shoes/46.jpg,green,shoes
./data/black_suit/000101.jpg,black,suit
./data/black_shorts/313.jpg,black,shorts
./data/blue_shirt/207.jpg,blue,shirt
./data/black_shoes/131.jpg,black,shoes
./data/yellow_dress/000613.jpg,yellow,dress
./data/black_pants/707.jpg,black,pants
./data/red_pants/255.jpg,red,pants
./data/green_shoes/146.jpg,green,shoes
./data/blue_pants/470.jpg,blue,pants
./data/blue_dress/110.jpg,blue,dress
./data/blue_shirt/194.jpg,blue,shirt
./data/black_pants/167.jpg,black,pants
./data/black_dress/450.jpg,black,dress
./data/blue_pants/399.jpg,blue,pants
./data/blue_shoes/332.jpg,blue,shoes
./data/yellow_dress/000276.jpg,yellow,dress
./data/blue_pants/567.jpg,blue,pants
./data/silver_shoes/000439.jpg,silver,shoes
./data/black_pants/520.jpg,black,pants
./data/yellow_skirt/000342.jpg,yellow,skirt
./data/silver_skirt/000033.jpg,silver,skirt
./data/black_shirt/578.jpg,black,shirt
./data/white_suit/000320.jpg,white,suit
./data/black_shoes/373.jpg,black,shoes
./data/blue_dress/107.jpg,blue,dress
./data/white_shoes/590.jpg,white,shoes
./data/pink_pants/000075.jpg,pink,pants
./data/white_suit/000219.jpg,white,suit
./data/brown_hoodie/000232.jpg,brown,hoodie
./data/yellow_shorts/000116.jpg,yellow,shorts
./data/green_shoes/375.jpg,green,shoes
./data/blue_shirt/647.jpg,blue,shirt
./data/yellow_shorts/000249.jpg,yellow,shorts
./data/yellow_skirt/000127.jpg,yellow,skirt
./data/silver_shoes/000071.jpg,silver,shoes
./data/black_pants/40.jpg,black,pants
./data/pink_hoodie/000409.jpg,pink,hoodie
./data/pink_hoodie/000018.jpg,pink,hoodie
./data/red_pants/119.jpg,red,pants
./data/green_pants/92.jpg,green,pants
./data/silver_shoes/000291.jpg,silver,shoes
./data/pink_pants/000166.jpg,pink,pants
./data/black_shoes/87.jpg,black,shoes
./data/blue_shorts/174.jpg,blue,shorts
./data/yellow_dress/000061.jpg,yellow,dress
./data/black_dress/114.jpg,black,dress
./data/black_pants/171.jpg,black,pants
./data/yellow_shorts/000075.jpg,yellow,shorts
./data/blue_shoes/264.jpg,blue,shoes
./data/white_suit/000050.jpg,white,suit
./data/green_shoes/191.jpg,green,shoes
./data/red_shirt/39.jpg,red,shirt
./data/white_suit/000253.jpg,white,suit
./data/red_shoes/297.jpg,red,shoes
./data/black_suit/000063.jpg,black,suit
./data/brown_hoodie/000145.jpg,brown,hoodie
./data/red_shoes/8.jpg,red,shoes
./data/white_suit/000325.jpg,white,suit
./data/yellow_dress/000396.jpg,yellow,dress
./data/blue_shirt/86.jpg,blue,shirt
./data/red_shoes/525.jpg,red,shoes
./data/brown_pants/295.jpg,brown,pants
./data/black_shoes/553.jpg,black,shoes
./data/blue_shirt/339.jpg,blue,shirt
./data/white_shoes/273.jpg,white,shoes
./data/white_dress/561.jpg,white,dress
./data/red_shoes/166.jpg,red,shoes
./data/yellow_dress/000319.jpg,yellow,dress
./data/red_shoes/85.jpg,red,shoes
./data/red_pants/3.jpg,red,pants
./data/white_dress/395.jpg,white,dress
./data/blue_shirt/294.jpg,blue,shirt
./data/pink_hoodie/000050.jpg,pink,hoodie
./data/black_pants/193.jpg,black,pants
./data/pink_skirt/000248.jpg,pink,skirt
./data/blue_pants/394.jpg,blue,pants
./data/red_hoodie/000096.jpg,red,hoodie
./data/blue_shirt/604.jpg,blue,shirt
./data/blue_shirt/520.jpg,blue,shirt
./data/black_suit/000025.jpg,black,suit
./data/green_shoes/168.jpg,green,shoes
./data/white_shoes/417.jpg,white,shoes
./data/silver_skirt/000177.jpg,silver,skirt
./data/white_dress/122.jpg,white,dress
./data/red_shirt/124.jpg,red,shirt
./data/red_shoes/561.jpg,red,shoes
./data/brown_shoes/80.jpg,brown,shoes
./data/yellow_skirt/000502.jpg,yellow,skirt
./data/red_shoes/573.jpg,red,shoes
./data/black_pants/2.jpg,black,pants
./data/brown_pants/294.jpg,brown,pants
./data/blue_pants/436.jpg,blue,pants
./data/brown_pants/246.jpg,brown,pants
./data/silver_skirt/000391.jpg,silver,skirt
./data/black_shorts/121.jpg,black,shorts
./data/yellow_dress/000167.jpg,yellow,dress
./data/red_hoodie/000420.jpg,red,hoodie
./data/pink_skirt/000292.jpg,pink,skirt
./data/black_pants/840.jpg,black,pants
./data/green_shoes/117.jpg,green,shoes
./data/black_suit/000117.jpg,black,suit
./data/white_dress/228.jpg,white,dress
./data/green_suit/000241.jpg,green,suit
./data/brown_shoes/57.jpg,brown,shoes
./data/pink_pants/000350.jpg,pink,pants
./data/red_hoodie/000053.jpg,red,hoodie
./data/white_suit/000019.jpg,white,suit
./data/red_dress/744.jpg,red,dress
./data/brown_shoes/61.jpg,brown,shoes
./data/red_dress/437.jpg,red,dress
./data/white_dress/646.jpg,white,dress
./data/black_pants/659.jpg,black,pants
./data/red_dress/314.jpg,red,dress
./data/black_pants/313.jpg,black,pants
./data/red_pants/52.jpg,red,pants
./data/blue_shorts/60.jpg,blue,shorts
./data/black_shoes/145.jpg,black,shoes
./data/white_shoes/128.jpg,white,shoes
./data/green_pants/137.jpg,green,pants
./data/yellow_dress/000176.jpg,yellow,dress
./data/yellow_dress/000105.jpg,yellow,dress
./data/white_dress/278.jpg,white,dress
./data/red_dress/760.jpg,red,dress
./data/black_pants/76.jpg,black,pants
./data/brown_shoes/353.jpg,brown,shoes
./data/blue_shirt/253.jpg,blue,shirt
./data/black_dress/424.jpg,black,dress
./data/blue_pants/410.jpg,blue,pants
./data/red_dress/643.jpg,red,dress
./data/white_dress/170.jpg,white,dress
./data/blue_pants/585.jpg,blue,pants
./data/green_pants/19.jpg,green,pants
./data/white_shoes/221.jpg,white,shoes
./data/blue_pants/312.jpg,blue,pants
./data/blue_shirt/667.jpg,blue,shirt
./data/white_suit/000142.jpg,white,suit
./data/blue_shirt/45.jpg,blue,shirt
./data/yellow_dress/000368.jpg,yellow,dress
./data/black_pants/450.jpg,black,pants
./data/blue_dress/233.jpg,blue,dress
./data/black_suit/000426.jpg,black,suit
./data/blue_shoes/91.jpg,blue,shoes
./data/black_suit/000030.jpg,black,suit
./data/black_shirt/34.jpg,black,shirt
./data/green_shirt/118.jpg,green,shirt
./data/green_shoes/66.jpg,green,shoes
./data/red_pants/287.jpg,red,pants
./data/pink_skirt/000177.jpg,pink,skirt
./data/pink_pants/000038.jpg,pink,pants
./data/blue_shirt/32.jpg,blue,shirt
./data/pink_pants/000443.jpg,pink,pants
./data/blue_pants/301.jpg,blue,pants
./data/yellow_skirt/000397.jpg,yellow,skirt
./data/yellow_skirt/000283.jpg,yellow,skirt
./data/blue_pants/294.jpg,blue,pants
./data/green_shoes/99.jpg,green,shoes
./data/black_dress/290.jpg,black,dress
./data/black_pants/425.jpg,black,pants
./data/silver_skirt/000393.jpg,silver,skirt
./data/blue_shorts/97.jpg,blue,shorts
./data/green_suit/000008.jpg,green,suit
./data/red_dress/75.jpg,red,dress
./data/red_dress/648.jpg,red,dress
./data/black_shirt/105.jpg,black,shirt
./data/blue_shorts/299.jpg,blue,shorts
./data/black_shirt/480.jpg,black,shirt
./data/blue_pants/127.jpg,blue,pants
./data/blue_shirt/222.jpg,blue,shirt
./data/white_pants/34.jpg,white,pants
./data/pink_skirt/000228.jpg,pink,skirt
./data/red_shirt/249.jpg,red,shirt
./data/black_shoes/727.jpg,black,shoes
./data/white_shoes/435.jpg,white,shoes
./data/brown_hoodie/000322.jpg,brown,hoodie
./data/blue_shorts/287.jpg,blue,shorts
./data/blue_shirt/513.jpg,blue,shirt
./data/black_pants/569.jpg,black,pants
./data/black_shirt/158.jpg,black,shirt
./data/black_pants/784.jpg,black,pants
./data/pink_skirt/000402.jpg,pink,skirt
./data/red_dress/209.jpg,red,dress
./data/blue_shorts/276.jpg,blue,shorts
./data/blue_shoes/271.jpg,blue,shoes
./data/yellow_dress/000110.jpg,yellow,dress
./data/white_shorts/3.jpg,white,shorts
./data/black_pants/43.jpg,black,pants
./data/black_shoes/107.jpg,black,shoes
./data/blue_pants/70.jpg,blue,pants
./data/green_pants/126.jpg,green,pants
./data/blue_pants/496.jpg,blue,pants
./data/blue_dress/234.jpg,blue,dress
./data/blue_shirt/187.jpg,blue,shirt
./data/blue_shirt/322.jpg,blue,shirt
./data/pink_hoodie/000455.jpg,pink,hoodie
./data/red_hoodie/000255.jpg,red,hoodie
./data/red_hoodie/000388.jpg,red,hoodie
